model,dataset,trainer_configuration,fold,test_setting,row_type,case_id,source_case_id,patient_id,series_id,contrast_label,contrast,segment,n_cases,volume_ml,DSC,IoU,HD95_mm,ASSD_mm,volume_error_pct,precision,recall,relative_volume_error_pct,TP,FP,FN,TN,n_pred,n_ref,prediction_file,reference_file,summary_file
Dataset102_LiverSegmentsAug/nnUNetTrainer_250epochs__nnUNetPlans__3d_fullres,Dataset102_LiverSegmentsAug,nnUNetTrainer_250epochs__nnUNetPlans__3d_fullres,fold_0,validation,case,pat0064_ser4_aug01,pat0064_ser4,64,4,G,Axial In Phase (t1nfs),Couinaud_VII,,NA,nan,nan,NA,NA,NA,NA,NA,NA,0,0,0,15925248,0,0,nnUNet_results/Dataset102_LiverSegmentsAug/nnUNetTrainer_250epochs__nnUNetPlans__3d_fullres/fold_0/validation/pat0064_ser4_aug01.nii.gz,nnUNet_preprocessed/Dataset102_LiverSegmentsAug/gt_segmentations/pat0064_ser4_aug01.nii.gz,/mnt/researchers/julio-sotelo/datasets/mvarasr/nnUNet_results/Dataset102_LiverSegmentsAug/nnUNetTrainer_250epochs__nnUNetPlans__3d_fullres/fold_0/validation/summary.json
Dataset102_LiverSegmentsAug/nnUNetTrainer_250epochs__nnUNetPlans__3d_fullres,Dataset102_LiverSegmentsAug,nnUNetTrainer_250epochs__nnUNetPlans__3d_fullres,fold_0,validation,case,pat0064_ser4_aug01,pat0064_ser4,64,4,G,Axial In Phase (t1nfs),Couinaud_VIII,,NA,nan,nan,NA,NA,NA,NA,NA,NA,0,0,0,15925248,0,0,nnUNet_results/Dataset102_LiverSegmentsAug/nnUNetTrainer_250epochs__nnUNetPlans__3d_fullres/fold_0/validation/pat0064_ser4_aug01.nii.gz,nnUNet_preprocessed/Dataset102_LiverSegmentsAug/gt_segmentations/pat0064_ser4_aug01.nii.gz,/mnt/researchers/julio-sotelo/datasets/mvarasr/nnUNet_results/Dataset102_LiverSegmentsAug/nnUNetTrainer_250epochs__nnUNetPlans__3d_fullres/fold_0/validation/summary.json
Dataset102_LiverSegmentsAug/nnUNetTrainer_250epochs__nnUNetPlans__3d_fullres,Dataset102_LiverSegmentsAug,nnUNetTrainer_250epochs__nnUNetPlans__3d_fullres,fold_0,validation,case,pat0064_ser6,pat0064_ser6,64,6,B,Axial Precontrast Fat Suppressed T1w (dynpre),Couinaud_I,,NA,0.7259506312,0.5697978814,NA,NA,-20.14466269,0.8175163992,0.6528304782,-20.14466269,93595,20892,49773,15760988,114487,143368,nnUNet_results/Dataset102_LiverSegmentsAug/nnUNetTrainer_250epochs__nnUNetPlans__3d_fullres/fold_0/validation/pat0064_ser6.nii.gz,nnUNet_preprocessed/Dataset102_LiverSegmentsAug/gt_segmentations/pat0064_ser6.nii.gz,/mnt/researchers/julio-sotelo/datasets/mvarasr/nnUNet_results/Dataset102_LiverSegmentsAug/nnUNetTrainer_250epochs__nnUNetPlans__3d_fullres/fold_0/validation/summary.json
Dataset102_LiverSegmentsAug/nnUNetTrainer_250epochs__nnUNetPlans__3d_fullres,Dataset102_LiverSegmentsAug,nnUNetTrainer_250epochs__nnUNetPlans__3d_fullres,fold_0,validation,case,pat0064_ser6,pat0064_ser6,64,6,B,Axial Precontrast Fat Suppressed T1w (dynpre),Couinaud_II,,NA,0.4125707969,0.2598987068,NA,NA,-73.198124,0.9759531578,0.2615737552,-73.198124,43670,1076,123281,15757221,44746,166951,nnUNet_results/Dataset102_LiverSegmentsAug/nnUNetTrainer_250epochs__nnUNetPlans__3d_fullres/fold_0/validation/pat0064_ser6.nii.gz,nnUNet_preprocessed/Dataset102_LiverSegmentsAug/gt_segmentations/pat0064_ser6.nii.gz,/mnt/researchers/julio-sotelo/datasets/mvarasr/nnUNet_results/Dataset102_LiverSegmentsAug/nnUNetTrainer_250epochs__nnUNetPlans__3d_fullres/fold_0/validation/summary.json
Dataset102_LiverSegmentsAug/nnUNetTrainer_250epochs__nnUNetPlans__3d_fullres,Dataset102_LiverSegmentsAug,nnUNetTrainer_250epochs__nnUNetPlans__3d_fullres,fold_0,validation,case,pat0064_ser6,pat0064_ser6,64,6,B,Axial Precontrast Fat Suppressed T1w (dynpre),Couinaud_III,,NA,0.6295202122,0.459342938,NA,NA,-35.30164959,0.8012641732,0.5184047025,-35.30164959,131582,32636,122239,15638791,164218,253821,nnUNet_results/Dataset102_LiverSegmentsAug/nnUNetTrainer_250epochs__nnUNetPlans__3d_fullres/fold_0/validation/pat0064_ser6.nii.gz,nnUNet_preprocessed/Dataset102_LiverSegmentsAug/gt_segmentations/pat0064_ser6.nii.gz,/mnt/researchers/julio-sotelo/datasets/mvarasr/nnUNet_results/Dataset102_LiverSegmentsAug/nnUNetTrainer_250epochs__nnUNetPlans__3d_fullres/fold_0/validation/summary.json
Dataset102_LiverSegmentsAug/nnUNetTrainer_250epochs__nnUNetPlans__3d_fullres,Dataset102_LiverSegmentsAug,nnUNetTrainer_250epochs__nnUNetPlans__3d_fullres,fold_0,validation,case,pat0064_ser6,pat0064_ser6,64,6,B,Axial Precontrast Fat Suppressed T1w (dynpre),Couinaud_IV,,NA,0.003357784895,0.001681715868,NA,NA,-95.93592087,0.04298941799,0.001747123965,-95.93592087,65,1447,37139,15886597,1512,37204,nnUNet_results/Dataset102_LiverSegmentsAug/nnUNetTrainer_250epochs__nnUNetPlans__3d_fullres/fold_0/validation/pat0064_ser6.nii.gz,nnUNet_preprocessed/Dataset102_LiverSegmentsAug/gt_segmentations/pat0064_ser6.nii.gz,/mnt/researchers/julio-sotelo/datasets/mvarasr/nnUNet_results/Dataset102_LiverSegmentsAug/nnUNetTrainer_250epochs__nnUNetPlans__3d_fullres/fold_0/validation/summary.json
Dataset102_LiverSegmentsAug/nnUNetTrainer_250epochs__nnUNetPlans__3d_fullres,Dataset102_LiverSegmentsAug,nnUNetTrainer_250epochs__nnUNetPlans__3d_fullres,fold_0,validation,case,pat0064_ser6,pat0064_ser6,64,6,B,Axial Precontrast Fat Suppressed T1w (dynpre),Couinaud_V,,NA,nan,nan,NA,NA,NA,NA,NA,NA,0,0,0,15925248,0,0,nnUNet_results/Dataset102_LiverSegmentsAug/nnUNetTrainer_250epochs__nnUNetPlans__3d_fullres/fold_0/validation/pat0064_ser6.nii.gz,nnUNet_preprocessed/Dataset102_LiverSegmentsAug/gt_segmentations/pat0064_ser6.nii.gz,/mnt/researchers/julio-sotelo/datasets/mvarasr/nnUNet_results/Dataset102_LiverSegmentsAug/nnUNetTrainer_250epochs__nnUNetPlans__3d_fullres/fold_0/validation/summary.json
Dataset102_LiverSegmentsAug/nnUNetTrainer_250epochs__nnUNetPlans__3d_fullres,Dataset102_LiverSegmentsAug,nnUNetTrainer_250epochs__nnUNetPlans__3d_fullres,fold_0,validation,case,pat0064_ser6,pat0064_ser6,64,6,B,Axial Precontrast Fat Suppressed T1w (dynpre),Couinaud_VI,,NA,nan,nan,NA,NA,NA,NA,NA,NA,0,0,0,15925248,0,0,nnUNet_results/Dataset102_LiverSegmentsAug/nnUNetTrainer_250epochs__nnUNetPlans__3d_fullres/fold_0/validation/pat0064_ser6.nii.gz,nnUNet_preprocessed/Dataset102_LiverSegmentsAug/gt_segmentations/pat0064_ser6.nii.gz,/mnt/researchers/julio-sotelo/datasets/mvarasr/nnUNet_results/Dataset102_LiverSegmentsAug/nnUNetTrainer_250epochs__nnUNetPlans__3d_fullres/fold_0/validation/summary.json
Dataset102_LiverSegmentsAug/nnUNetTrainer_250epochs__nnUNetPlans__3d_fullres,Dataset102_LiverSegmentsAug,nnUNetTrainer_250epochs__nnUNetPlans__3d_fullres,fold_0,validation,case,pat0064_ser6,pat0064_ser6,64,6,B,Axial Precontrast Fat Suppressed T1w (dynpre),Couinaud_VII,,NA,nan,nan,NA,NA,NA,NA,NA,NA,0,0,0,15925248,0,0,nnUNet_results/Dataset102_LiverSegmentsAug/nnUNetTrainer_250epochs__nnUNetPlans__3d_fullres/fold_0/validation/pat0064_ser6.nii.gz,nnUNet_preprocessed/Dataset102_LiverSegmentsAug/gt_segmentations/pat0064_ser6.nii.gz,/mnt/researchers/julio-sotelo/datasets/mvarasr/nnUNet_results/Dataset102_LiverSegmentsAug/nnUNetTrainer_250epochs__nnUNetPlans__3d_fullres/fold_0/validation/summary.json
Dataset102_LiverSegmentsAug/nnUNetTrainer_250epochs__nnUNetPlans__3d_fullres,Dataset102_LiverSegmentsAug,nnUNetTrainer_250epochs__nnUNetPlans__3d_fullres,fold_0,validation,case,pat0064_ser6,pat0064_ser6,64,6,B,Axial Precontrast Fat Suppressed T1w (dynpre),Couinaud_VIII,,NA,nan,nan,NA,NA,NA,NA,NA,NA,0,0,0,15925248,0,0,nnUNet_results/Dataset102_LiverSegmentsAug/nnUNetTrainer_250epochs__nnUNetPlans__3d_fullres/fold_0/validation/pat0064_ser6.nii.gz,nnUNet_preprocessed/Dataset102_LiverSegmentsAug/gt_segmentations/pat0064_ser6.nii.gz,/mnt/researchers/julio-sotelo/datasets/mvarasr/nnUNet_results/Dataset102_LiverSegmentsAug/nnUNetTrainer_250epochs__nnUNetPlans__3d_fullres/fold_0/validation/summary.json
Dataset102_LiverSegmentsAug/nnUNetTrainer_250epochs__nnUNetPlans__3d_fullres,Dataset102_LiverSegmentsAug,nnUNetTrainer_250epochs__nnUNetPlans__3d_fullres,fold_0,validation,case,pat0064_ser6_aug01,pat0064_ser6,64,6,B,Axial Precontrast Fat Suppressed T1w (dynpre),Couinaud_I,,NA,0.7680600658,0.6234557745,NA,NA,-12.33050411,0.8220729679,0.7207072268,-12.33050411,90941,19683,35242,15779382,110624,126183,nnUNet_results/Dataset102_LiverSegmentsAug/nnUNetTrainer_250epochs__nnUNetPlans__3d_fullres/fold_0/validation/pat0064_ser6_aug01.nii.gz,nnUNet_preprocessed/Dataset102_LiverSegmentsAug/gt_segmentations/pat0064_ser6_aug01.nii.gz,/mnt/researchers/julio-sotelo/datasets/mvarasr/nnUNet_results/Dataset102_LiverSegmentsAug/nnUNetTrainer_250epochs__nnUNetPlans__3d_fullres/fold_0/validation/summary.json
Dataset102_LiverSegmentsAug/nnUNetTrainer_250epochs__nnUNetPlans__3d_fullres,Dataset102_LiverSegmentsAug,nnUNetTrainer_250epochs__nnUNetPlans__3d_fullres,fold_0,validation,case,pat0064_ser6_aug01,pat0064_ser6,64,6,B,Axial Precontrast Fat Suppressed T1w (dynpre),Couinaud_II,,NA,0.6828418044,0.5184204954,NA,NA,-44.54560234,0.9570995798,0.530753807,-44.54560234,78352,3512,69272,15774112,81864,147624,nnUNet_results/Dataset102_LiverSegmentsAug/nnUNetTrainer_250epochs__nnUNetPlans__3d_fullres/fold_0/validation/pat0064_ser6_aug01.nii.gz,nnUNet_preprocessed/Dataset102_LiverSegmentsAug/gt_segmentations/pat0064_ser6_aug01.nii.gz,/mnt/researchers/julio-sotelo/datasets/mvarasr/nnUNet_results/Dataset102_LiverSegmentsAug/nnUNetTrainer_250epochs__nnUNetPlans__3d_fullres/fold_0/validation/summary.json
Dataset102_LiverSegmentsAug/nnUNetTrainer_250epochs__nnUNetPlans__3d_fullres,Dataset102_LiverSegmentsAug,nnUNetTrainer_250epochs__nnUNetPlans__3d_fullres,fold_0,validation,case,pat0064_ser6_aug01,pat0064_ser6,64,6,B,Axial Precontrast Fat Suppressed T1w (dynpre),Couinaud_III,,NA,0.6287754086,0.4585502714,NA,NA,-36.41490119,0.8088238382,0.5142914367,-36.41490119,115551,27312,109129,15673256,142863,224680,nnUNet_results/Dataset102_LiverSegmentsAug/nnUNetTrainer_250epochs__nnUNetPlans__3d_fullres/fold_0/validation/pat0064_ser6_aug01.nii.gz,nnUNet_preprocessed/Dataset102_LiverSegmentsAug/gt_segmentations/pat0064_ser6_aug01.nii.gz,/mnt/researchers/julio-sotelo/datasets/mvarasr/nnUNet_results/Dataset102_LiverSegmentsAug/nnUNetTrainer_250epochs__nnUNetPlans__3d_fullres/fold_0/validation/summary.json
Dataset102_LiverSegmentsAug/nnUNetTrainer_250epochs__nnUNetPlans__3d_fullres,Dataset102_LiverSegmentsAug,nnUNetTrainer_250epochs__nnUNetPlans__3d_fullres,fold_0,validation,case,pat0064_ser6_aug01,pat0064_ser6,64,6,B,Axial Precontrast Fat Suppressed T1w (dynpre),Couinaud_IV,,NA,0.3202194024,0.190631683,NA,NA,-34.97896481,0.4063526298,0.2642146864,-34.97896481,8290,12111,23086,15881761,20401,31376,nnUNet_results/Dataset102_LiverSegmentsAug/nnUNetTrainer_250epochs__nnUNetPlans__3d_fullres/fold_0/validation/pat0064_ser6_aug01.nii.gz,nnUNet_preprocessed/Dataset102_LiverSegmentsAug/gt_segmentations/pat0064_ser6_aug01.nii.gz,/mnt/researchers/julio-sotelo/datasets/mvarasr/nnUNet_results/Dataset102_LiverSegmentsAug/nnUNetTrainer_250epochs__nnUNetPlans__3d_fullres/fold_0/validation/summary.json
Dataset102_LiverSegmentsAug/nnUNetTrainer_250epochs__nnUNetPlans__3d_fullres,Dataset102_LiverSegmentsAug,nnUNetTrainer_250epochs__nnUNetPlans__3d_fullres,fold_0,validation,case,pat0064_ser6_aug01,pat0064_ser6,64,6,B,Axial Precontrast Fat Suppressed T1w (dynpre),Couinaud_V,,NA,nan,nan,NA,NA,NA,NA,NA,NA,0,0,0,15925248,0,0,nnUNet_results/Dataset102_LiverSegmentsAug/nnUNetTrainer_250epochs__nnUNetPlans__3d_fullres/fold_0/validation/pat0064_ser6_aug01.nii.gz,nnUNet_preprocessed/Dataset102_LiverSegmentsAug/gt_segmentations/pat0064_ser6_aug01.nii.gz,/mnt/researchers/julio-sotelo/datasets/mvarasr/nnUNet_results/Dataset102_LiverSegmentsAug/nnUNetTrainer_250epochs__nnUNetPlans__3d_fullres/fold_0/validation/summary.json
Dataset102_LiverSegmentsAug/nnUNetTrainer_250epochs__nnUNetPlans__3d_fullres,Dataset102_LiverSegmentsAug,nnUNetTrainer_250epochs__nnUNetPlans__3d_fullres,fold_0,validation,case,pat0064_ser6_aug01,pat0064_ser6,64,6,B,Axial Precontrast Fat Suppressed T1w (dynpre),Couinaud_VI,,NA,nan,nan,NA,NA,NA,NA,NA,NA,0,0,0,15925248,0,0,nnUNet_results/Dataset102_LiverSegmentsAug/nnUNetTrainer_250epochs__nnUNetPlans__3d_fullres/fold_0/validation/pat0064_ser6_aug01.nii.gz,nnUNet_preprocessed/Dataset102_LiverSegmentsAug/gt_segmentations/pat0064_ser6_aug01.nii.gz,/mnt/researchers/julio-sotelo/datasets/mvarasr/nnUNet_results/Dataset102_LiverSegmentsAug/nnUNetTrainer_250epochs__nnUNetPlans__3d_fullres/fold_0/validation/summary.json
Dataset102_LiverSegmentsAug/nnUNetTrainer_250epochs__nnUNetPlans__3d_fullres,Dataset102_LiverSegmentsAug,nnUNetTrainer_250epochs__nnUNetPlans__3d_fullres,fold_0,validation,case,pat0064_ser6_aug01,pat0064_ser6,64,6,B,Axial Precontrast Fat Suppressed T1w (dynpre),Couinaud_VII,,NA,nan,nan,NA,NA,NA,NA,NA,NA,0,0,0,15925248,0,0,nnUNet_results/Dataset102_LiverSegmentsAug/nnUNetTrainer_250epochs__nnUNetPlans__3d_fullres/fold_0/validation/pat0064_ser6_aug01.nii.gz,nnUNet_preprocessed/Dataset102_LiverSegmentsAug/gt_segmentations/pat0064_ser6_aug01.nii.gz,/mnt/researchers/julio-sotelo/datasets/mvarasr/nnUNet_results/Dataset102_LiverSegmentsAug/nnUNetTrainer_250epochs__nnUNetPlans__3d_fullres/fold_0/validation/summary.json
Dataset102_LiverSegmentsAug/nnUNetTrainer_250epochs__nnUNetPlans__3d_fullres,Dataset102_LiverSegmentsAug,nnUNetTrainer_250epochs__nnUNetPlans__3d_fullres,fold_0,validation,case,pat0064_ser6_aug01,pat0064_ser6,64,6,B,Axial Precontrast Fat Suppressed T1w (dynpre),Couinaud_VIII,,NA,nan,nan,NA,NA,NA,NA,NA,NA,0,0,0,15925248,0,0,nnUNet_results/Dataset102_LiverSegmentsAug/nnUNetTrainer_250epochs__nnUNetPlans__3d_fullres/fold_0/validation/pat0064_ser6_aug01.nii.gz,nnUNet_preprocessed/Dataset102_LiverSegmentsAug/gt_segmentations/pat0064_ser6_aug01.nii.gz,/mnt/researchers/julio-sotelo/datasets/mvarasr/nnUNet_results/Dataset102_LiverSegmentsAug/nnUNetTrainer_250epochs__nnUNetPlans__3d_fullres/fold_0/validation/summary.json
Dataset102_LiverSegmentsAug/nnUNetTrainer_250epochs__nnUNetPlans__3d_fullres,Dataset102_LiverSegmentsAug,nnUNetTrainer_250epochs__nnUNetPlans__3d_fullres,fold_0,validation,case,pat0064_ser6_aug02,pat0064_ser6,64,6,B,Axial Precontrast Fat Suppressed T1w (dynpre),Couinaud_I,,NA,0.7232904897,0.5665270634,NA,NA,-23.51108937,0.8344526647,0.638263753,-23.51108937,117415,23294,66545,15717994,140709,183960,nnUNet_results/Dataset102_LiverSegmentsAug/nnUNetTrainer_250epochs__nnUNetPlans__3d_fullres/fold_0/validation/pat0064_ser6_aug02.nii.gz,nnUNet_preprocessed/Dataset102_LiverSegmentsAug/gt_segmentations/pat0064_ser6_aug02.nii.gz,/mnt/researchers/julio-sotelo/datasets/mvarasr/nnUNet_results/Dataset102_LiverSegmentsAug/nnUNetTrainer_250epochs__nnUNetPlans__3d_fullres/fold_0/validation/summary.json
Dataset102_LiverSegmentsAug/nnUNetTrainer_250epochs__nnUNetPlans__3d_fullres,Dataset102_LiverSegmentsAug,nnUNetTrainer_250epochs__nnUNetPlans__3d_fullres,fold_0,validation,case,pat0064_ser6_aug02,pat0064_ser6,64,6,B,Axial Precontrast Fat Suppressed T1w (dynpre),Couinaud_II,,NA,0.5039964992,0.3368952673,NA,NA,-64.12070479,0.9543483046,0.3424134455,-64.12070479,73711,3526,141558,15706453,77237,215269,nnUNet_results/Dataset102_LiverSegmentsAug/nnUNetTrainer_250epochs__nnUNetPlans__3d_fullres/fold_0/validation/pat0064_ser6_aug02.nii.gz,nnUNet_preprocessed/Dataset102_LiverSegmentsAug/gt_segmentations/pat0064_ser6_aug02.nii.gz,/mnt/researchers/julio-sotelo/datasets/mvarasr/nnUNet_results/Dataset102_LiverSegmentsAug/nnUNetTrainer_250epochs__nnUNetPlans__3d_fullres/fold_0/validation/summary.json
Dataset102_LiverSegmentsAug/nnUNetTrainer_250epochs__nnUNetPlans__3d_fullres,Dataset102_LiverSegmentsAug,nnUNetTrainer_250epochs__nnUNetPlans__3d_fullres,fold_0,validation,case,pat0064_ser6_aug02,pat0064_ser6,64,6,B,Axial Precontrast Fat Suppressed T1w (dynpre),Couinaud_III,,NA,0.7057451334,0.5452906932,NA,NA,-23.26240744,0.8127157217,0.6236584791,-23.26240744,203912,46990,123049,15551297,250902,326961,nnUNet_results/Dataset102_LiverSegmentsAug/nnUNetTrainer_250epochs__nnUNetPlans__3d_fullres/fold_0/validation/pat0064_ser6_aug02.nii.gz,nnUNet_preprocessed/Dataset102_LiverSegmentsAug/gt_segmentations/pat0064_ser6_aug02.nii.gz,/mnt/researchers/julio-sotelo/datasets/mvarasr/nnUNet_results/Dataset102_LiverSegmentsAug/nnUNetTrainer_250epochs__nnUNetPlans__3d_fullres/fold_0/validation/summary.json
Dataset102_LiverSegmentsAug/nnUNetTrainer_250epochs__nnUNetPlans__3d_fullres,Dataset102_LiverSegmentsAug,nnUNetTrainer_250epochs__nnUNetPlans__3d_fullres,fold_0,validation,case,pat0064_ser6_aug02,pat0064_ser6,64,6,B,Axial Precontrast Fat Suppressed T1w (dynpre),Couinaud_IV,,NA,0.1572275272,0.08532118288,NA,NA,-74.67502992,0.3890337298,0.09852267569,-74.67502992,4775,7499,43691,15869283,12274,48466,nnUNet_results/Dataset102_LiverSegmentsAug/nnUNetTrainer_250epochs__nnUNetPlans__3d_fullres/fold_0/validation/pat0064_ser6_aug02.nii.gz,nnUNet_preprocessed/Dataset102_LiverSegmentsAug/gt_segmentations/pat0064_ser6_aug02.nii.gz,/mnt/researchers/julio-sotelo/datasets/mvarasr/nnUNet_results/Dataset102_LiverSegmentsAug/nnUNetTrainer_250epochs__nnUNetPlans__3d_fullres/fold_0/validation/summary.json
Dataset102_LiverSegmentsAug/nnUNetTrainer_250epochs__nnUNetPlans__3d_fullres,Dataset102_LiverSegmentsAug,nnUNetTrainer_250epochs__nnUNetPlans__3d_fullres,fold_0,validation,case,pat0064_ser6_aug02,pat0064_ser6,64,6,B,Axial Precontrast Fat Suppressed T1w (dynpre),Couinaud_V,,NA,nan,nan,NA,NA,NA,NA,NA,NA,0,0,0,15925248,0,0,nnUNet_results/Dataset102_LiverSegmentsAug/nnUNetTrainer_250epochs__nnUNetPlans__3d_fullres/fold_0/validation/pat0064_ser6_aug02.nii.gz,nnUNet_preprocessed/Dataset102_LiverSegmentsAug/gt_segmentations/pat0064_ser6_aug02.nii.gz,/mnt/researchers/julio-sotelo/datasets/mvarasr/nnUNet_results/Dataset102_LiverSegmentsAug/nnUNetTrainer_250epochs__nnUNetPlans__3d_fullres/fold_0/validation/summary.json
Dataset102_LiverSegmentsAug/nnUNetTrainer_250epochs__nnUNetPlans__3d_fullres,Dataset102_LiverSegmentsAug,nnUNetTrainer_250epochs__nnUNetPlans__3d_fullres,fold_0,validation,case,pat0064_ser6_aug02,pat0064_ser6,64,6,B,Axial Precontrast Fat Suppressed T1w (dynpre),Couinaud_VI,,NA,nan,nan,NA,NA,NA,NA,NA,NA,0,0,0,15925248,0,0,nnUNet_results/Dataset102_LiverSegmentsAug/nnUNetTrainer_250epochs__nnUNetPlans__3d_fullres/fold_0/validation/pat0064_ser6_aug02.nii.gz,nnUNet_preprocessed/Dataset102_LiverSegmentsAug/gt_segmentations/pat0064_ser6_aug02.nii.gz,/mnt/researchers/julio-sotelo/datasets/mvarasr/nnUNet_results/Dataset102_LiverSegmentsAug/nnUNetTrainer_250epochs__nnUNetPlans__3d_fullres/fold_0/validation/summary.json
Dataset102_LiverSegmentsAug/nnUNetTrainer_250epochs__nnUNetPlans__3d_fullres,Dataset102_LiverSegmentsAug,nnUNetTrainer_250epochs__nnUNetPlans__3d_fullres,fold_0,validation,case,pat0064_ser6_aug02,pat0064_ser6,64,6,B,Axial Precontrast Fat Suppressed T1w (dynpre),Couinaud_VII,,NA,nan,nan,NA,NA,NA,NA,NA,NA,0,0,0,15925248,0,0,nnUNet_results/Dataset102_LiverSegmentsAug/nnUNetTrainer_250epochs__nnUNetPlans__3d_fullres/fold_0/validation/pat0064_ser6_aug02.nii.gz,nnUNet_preprocessed/Dataset102_LiverSegmentsAug/gt_segmentations/pat0064_ser6_aug02.nii.gz,/mnt/researchers/julio-sotelo/datasets/mvarasr/nnUNet_results/Dataset102_LiverSegmentsAug/nnUNetTrainer_250epochs__nnUNetPlans__3d_fullres/fold_0/validation/summary.json
Dataset102_LiverSegmentsAug/nnUNetTrainer_250epochs__nnUNetPlans__3d_fullres,Dataset102_LiverSegmentsAug,nnUNetTrainer_250epochs__nnUNetPlans__3d_fullres,fold_0,validation,case,pat0064_ser6_aug02,pat0064_ser6,64,6,B,Axial Precontrast Fat Suppressed T1w (dynpre),Couinaud_VIII,,NA,nan,nan,NA,NA,NA,NA,NA,NA,0,0,0,15925248,0,0,nnUNet_results/Dataset102_LiverSegmentsAug/nnUNetTrainer_250epochs__nnUNetPlans__3d_fullres/fold_0/validation/pat0064_ser6_aug02.nii.gz,nnUNet_preprocessed/Dataset102_LiverSegmentsAug/gt_segmentations/pat0064_ser6_aug02.nii.gz,/mnt/researchers/julio-sotelo/datasets/mvarasr/nnUNet_results/Dataset102_LiverSegmentsAug/nnUNetTrainer_250epochs__nnUNetPlans__3d_fullres/fold_0/validation/summary.json
Dataset102_LiverSegmentsAug/nnUNetTrainer_250epochs__nnUNetPlans__3d_fullres,Dataset102_LiverSegmentsAug,nnUNetTrainer_250epochs__nnUNetPlans__3d_fullres,fold_0,validation,case,pat0066_ser14_aug01,pat0066_ser14,66,14,K,Portal Venous T1w (dynportal),Couinaud_I,,NA,0.7423746222,0.5902986973,NA,NA,-23.37660407,0.8556180866,0.6556036341,-23.37660407,88180,14880,46322,12236922,103060,134502,nnUNet_results/Dataset102_LiverSegmentsAug/nnUNetTrainer_250epochs__nnUNetPlans__3d_fullres/fold_0/validation/pat0066_ser14_aug01.nii.gz,nnUNet_preprocessed/Dataset102_LiverSegmentsAug/gt_segmentations/pat0066_ser14_aug01.nii.gz,/mnt/researchers/julio-sotelo/datasets/mvarasr/nnUNet_results/Dataset102_LiverSegmentsAug/nnUNetTrainer_250epochs__nnUNetPlans__3d_fullres/fold_0/validation/summary.json
Dataset102_LiverSegmentsAug/nnUNetTrainer_250epochs__nnUNetPlans__3d_fullres,Dataset102_LiverSegmentsAug,nnUNetTrainer_250epochs__nnUNetPlans__3d_fullres,fold_0,validation,case,pat0066_ser14_aug01,pat0066_ser14,66,14,K,Portal Venous T1w (dynportal),Couinaud_II,,NA,0.7806088504,0.6401627982,NA,NA,12.61230263,0.7368957089,0.8298352258,12.61230263,43412,15500,8902,12318490,58912,52314,nnUNet_results/Dataset102_LiverSegmentsAug/nnUNetTrainer_250epochs__nnUNetPlans__3d_fullres/fold_0/validation/pat0066_ser14_aug01.nii.gz,nnUNet_preprocessed/Dataset102_LiverSegmentsAug/gt_segmentations/pat0066_ser14_aug01.nii.gz,/mnt/researchers/julio-sotelo/datasets/mvarasr/nnUNet_results/Dataset102_LiverSegmentsAug/nnUNetTrainer_250epochs__nnUNetPlans__3d_fullres/fold_0/validation/summary.json
Dataset102_LiverSegmentsAug/nnUNetTrainer_250epochs__nnUNetPlans__3d_fullres,Dataset102_LiverSegmentsAug,nnUNetTrainer_250epochs__nnUNetPlans__3d_fullres,fold_0,validation,case,pat0066_ser14_aug01,pat0066_ser14,66,14,K,Portal Venous T1w (dynportal),Couinaud_III,,NA,0.8008079834,0.6677896219,NA,NA,8.583825934,0.7691550356,0.835177965,8.583825934,66405,19930,13105,12286864,86335,79510,nnUNet_results/Dataset102_LiverSegmentsAug/nnUNetTrainer_250epochs__nnUNetPlans__3d_fullres/fold_0/validation/pat0066_ser14_aug01.nii.gz,nnUNet_preprocessed/Dataset102_LiverSegmentsAug/gt_segmentations/pat0066_ser14_aug01.nii.gz,/mnt/researchers/julio-sotelo/datasets/mvarasr/nnUNet_results/Dataset102_LiverSegmentsAug/nnUNetTrainer_250epochs__nnUNetPlans__3d_fullres/fold_0/validation/summary.json
Dataset102_LiverSegmentsAug/nnUNetTrainer_250epochs__nnUNetPlans__3d_fullres,Dataset102_LiverSegmentsAug,nnUNetTrainer_250epochs__nnUNetPlans__3d_fullres,fold_0,validation,case,pat0066_ser14_aug01,pat0066_ser14,66,14,K,Portal Venous T1w (dynportal),Couinaud_IV,,NA,0.6471656749,0.4783776276,NA,NA,19.69175726,0.593929639,0.7108848218,19.69175726,25830,17660,10505,12332309,43490,36335,nnUNet_results/Dataset102_LiverSegmentsAug/nnUNetTrainer_250epochs__nnUNetPlans__3d_fullres/fold_0/validation/pat0066_ser14_aug01.nii.gz,nnUNet_preprocessed/Dataset102_LiverSegmentsAug/gt_segmentations/pat0066_ser14_aug01.nii.gz,/mnt/researchers/julio-sotelo/datasets/mvarasr/nnUNet_results/Dataset102_LiverSegmentsAug/nnUNetTrainer_250epochs__nnUNetPlans__3d_fullres/fold_0/validation/summary.json
